,id,video,title,description,duration,like_count,timestamp,audio_codec,audio_bitrate,audio_sampling_rate
148,149,https://www.instagram.com/reel/DGpzBnQS4HL/?igsh=aTA0ODJiNXdpcG5l,Video by ikhsanqthi,Selamat Ramadhan Teman-Teman!! Semoga Ibadah kita 1 bulan ini dikuatkan ğŸ¤™ğŸ¤™ğŸ‘ asik,106.533,9714.0,1740824486.0,mp4a.40.5,68.523,44100.0
149,150,https://www.instagram.com/reel/DJWhd5lyqWL/?igsh=MWd6ZjZ0cHF6b2ludg==,Video by ikhsanqthi,Yak.. demikian sekilas info ğŸ™ intinya kalo anda sekalian obes/kegemukan dan ada tanda2 demikian maka lakukan pemeriksaan ke tukang las (gak dong) ya ke dokter yes ğŸ‘,106.5,5071.0,1746620115.0,mp4a.40.5,42.797,44100.0
150,151,https://www.instagram.com/reel/DLm4ogqhswJ/?igsh=NjR3dGN3bWN2dGNh,Video by ikhsanqthi,"Please jangan bikin kite marah-marahlagi ya bu ibu, pokoknya gamau lagi denger pakein anak lotion 2 in 1 apalagi pencerah instan!
â #bodylotionbaby â #moellskincarebaby",88.373,8699.0,1751464186.0,mp4a.40.5,72.64,44100.0
151,152,https://www.instagram.com/reel/C_iEMTMSYJe/?igsh=MWowMzA2cmdta3RlYw==,Video by dokter.ikan.indonesia,"Kenalin aunty uncle semua, ikan ini namanya Nico awalnya, tapi ternyata dia betinaaa, jadilah dia Nicole. Doain Nicole cepet sembuh dan kembali ke owner yaaa

#fish #ikan #koi #fishvet #koifish #fishtank #dokterikan #dokterikanindonesia #animal #animallovers #nishikigoi",91.933,13523.0,1725532621.0,mp4a.40.5,75.637,44100.0
152,153,https://www.instagram.com/reel/DNF_1RPzpcC/?hl=id,Video by hellosehat,"Anak makan 3x sehari, bukan berarti cukup nutrisinya, lho, Bun!

Soalnya, banyak anak yang makan teratur, tapi tetap kekurangan zat besi karena nutrisinya tidak terpenuhi.

Yuk, lengkapi makanannya dengan susu pertumbuhan yang punya kombinasi zat besi & vitamin C untuk penyerapan 2x lebih optimal! ğŸ’ª #KawalZatBesi #MulaiDariZatBesiOptimal",43.722,213.0,1754655437.0,mp4a.40.5,61.398,44100.0
153,154,https://www.instagram.com/reel/DMrXFfxxWpV/?hl=id,Video by hellosehat,"Sudah cek tinggi badan ideal si Kecil belum? ğŸ“ğŸ’¡

Faktanya, 1 dari 3 anak Indonesia mengalami gangguan tinggi badan, lho.

Faktor utamanya bisa disebabkan karena asupan nutrisinya tidak tercukupi. Solusinya, ibu bisa bantu tambah tinggi dan berat badan si Kecil dengan berikan susu pertumbuhan yang tinggi nutrisi dan kalori.

Dan yang tidak kalah penting, memilih susu dengan sukrosa 0 gram agar lebih sehat dikonsumsi setiap hari.

Apabila tinggi badannya masih tidak memenuhi kriteria sesuai usia, sebaiknya konsultasikan ke dokter.

Jangan sampai tertinggal, pantau terus tinggi badan si Kecil!",90.093,74.0,1753761617.0,mp4a.40.5,65.586,44100.0
154,155,https://www.instagram.com/reel/DLkHxpXxXz0/?hl=id,Video by hellosehat,"Tisu magic bukan cheat code buat tahan lama ya!

Efeknya sih emang bisa bikin ""Mr. P"" mati rasa... tapi mesti hati-hati juga karena bikin iritasi.

Mau beneran kuat? Latihan fisik, kontrol emosi dan jaga pola hidup kamu ya ğŸ‘
#hellosehat #sehatuntuksemua #kesehatanpria #tisumagic",58.56,42.0,1751371235.0,mp4a.40.5,68.736,44100.0
155,156,https://www.instagram.com/reel/DLUdR3BPRcQ/?hl=id,Video by hellosehat,"Baru-baru ini viral di media sosial, di mana salah satu pendaki asal Brazil terjatuh ke dalam Jurang dengan ketinggian kurang lebih 400 meter di kawasan Gunung Rinjani.

Tim SAR telah melakukan evakuasi setelah beberapa hari mengalami kendala akibat cuaca yang tidak mendukung. 

Hingga akhirnya korban berhasil ditemukan, namun sayangnya sudah dalam keadaan meninggal dunia, diduga akibat hipotermia.

Mendaki gunung bukan cuma soal niat dan foto estetik, tapi juga risiko yang serius.

Makanya, kamu perlu berhati-hati dengan mempersiapkan fisik, mental dan peralatan sebelum mendaki seperti penjelasan berikut ini!
#hellosehat #sehatuntuksemua #mendakigunung #gunungrinjani",57.655,617.0,1750845635.0,mp4a.40.5,68.37,44100.0
156,157,https://www.instagram.com/reel/DKMXCa9PjO2/?hl=id,Video by hellosehat,"Ada yang pernah ngalamin juga? 
 
Bellâ€™s Palsy ini bisa bikin wajah kaku sebelah, susah senyum, bahkan susah nutup mata.
 
Penyebab pastinya pun belum diketahui karena apa. Tapi kabar baiknya, kondisi ini bisa cepat pulih lho.
 
 Walaupun begitu, jangan anggap remeh juga ya Sobat Sehat!

#HelloSehat  #sehatuntuksemua  #BellsPalsy  #BellsPalsyAwareness",55.7,36.0,1748426400.0,mp4a.40.5,52.068,44100.0
157,158,https://www.instagram.com/reel/DJ9NPQSvxPw/?hl=id,Video by hellosehat,"Sudah hamil besar, kira-kira si kecil bakal lahir kapan ya? Tenang aja Moms, ternyata HPL (Hari Perkiraan Lahir) bisa kita ketahui dengan mudah loh!

Kamu bisa langsung cek di website Hello Sehat dan dapatkan hasilnya langsung! Wah jadi gak penasaran lagi kan?

Untuk lengkapnya yuk tonton video ini dan jangan lupa untuk langsung coba dengan klik link di bio ya!

#HelloSehat #Kehamilan #TipsHamil #IbuHamil #HPL #HariPerkiraanLahir",47.297,34.0,1747918377.0,mp4a.40.5,70.815,44100.0
158,159,https://www.instagram.com/reel/DJbpoiZRBsL/?hl=id,Video by hellosehat,"Kecil sih tapi terkadang bisa mengganggu penampilan/aktivitas

Iya begitulah kutil yang biasa muncul karena virus yang sifatnya menular lho. 

Mematikan sih engga, cuma kutil perlu diobati juga ya! Biasanya dokter kulit akan memberi kamu salep khusus. 

Nah karena kutil ini menular, makanya kamu perlu rajin cuci tangan dan jangan coba-coba menggaruk kutilnya ya!
#hellosehat #sehatuntuksemua #kutil #penyakitkulit #warts",37.466,1039.0,1746792006.0,mp4a.40.5,62.716,44100.0
159,160,https://www.instagram.com/reel/DJZEyNYRAge/?hl=id,Video by hellosehat,"Telur kok dibekuin? Eits bukan telur ayam ya!

Melainkan sel telur pada wanita yang dibekukan untuk bisa hamil atau disebut Egg Freezing. 

Contohnya Luna Maya yang sudah melakukan Egg Freezing sejak 2021. Biasanya wanita memilih promil ini karena usia yang sudah tua atau memiliki gangguan kesehatan. 

Nah info lengkapnya, tonton video berikut ya!
#hellosehat #sehatuntuksemua #eggfreezing #kehamilan #lunamayamaximebouttier",68.9,837.0,1746705653.0,mp4a.40.5,57.071,44100.0
160,161,https://www.instagram.com/reel/DHC-rVIzFqv/?hl=id,Video by hellosehat,"Sobat Sehat, tahukah Anda? Orang yang berusia 50 tahun ke atas berisiko tinggi mengalami Cacar Api![1] Namun edukasi mengenai bahaya Cacar Api sayangnya belum banyak dipahami masyarakat di Indonesia.Â 

Padahal, risiko Cacar Api dapat meningkat seiring bertambahnya usia dan pada orang yang memiliki sistem kekebalan tubuh yang lemah.[1] Menurut data dari CDC (Centers for Disease Control and Prevention), 1 dari 3 orang* dapat menderita Cacar Api setidaknya satu kali seumur hidupnya.[2]

Oleh sebab itu, mari cegah risiko cacar api dengan menjaga imun tubuh dengan mengurangi stres, mengonsumsi makanan bergizi, menjaga pola hidup sehat, dan melakukan vaksinasi.[3]Â 

Jangan lupa untuk membagikan video ini ke teman dan keluarga Anda. Konsultasikan dengan dokter anda mengenai pencegahan cacar api, termasuk vaksinasi.Â Â Â Â Â Â Â 

*di Amerika Serikat
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
Sumber:
1. CDC. (2024). Clinical Overview of Shingles (Herpes Zoster). Available from https://www.cdc.gov/shingles/hcp/clinical-overview/?CDC_AAref_Val=https://www.cdc.gov/shingles/hcp/clinical-overview.html. Accessed February 2025.
2. CDC. (2024). About Shingles (Herpes Zoster). Available from https://www.cdc.gov/shingles/about/index.html. Accessed February 2025.
3. Cleveland Clinic. (2022). Shingles (Herpes Zoster) Symptoms & Treatment. Available from https://my.clevelandclinic.org/health/diseases/11036-shingles. Accessed February 2025.",178.477,226.0,1741669228.0,mp4a.40.5,68.442,44100.0
161,162,https://www.instagram.com/reel/DGf0F9eSmj-/?hl=id,Video by hellosehat,"Coba tebak apa rasanya? 

Sebenarnya manusia boleh aja konsumsi makanan kucing, tapi jangan setiap hari juga ya! 

Karena kandungan nutrisi di dalam makanan kucing gak sesuai dengan kebutuhan nutrisi manusia lho.

Jika dimakan pun, juga akan menimbulkan beberapa penyakit seperti berikut>>>
#HelloSehat #SehatUntukSemua #makanankucing #nutrisi #infokesehatan",43.866,101.0,1740489310.0,mp4a.40.5,60.664,44100.0
162,163,"https://instagram.fcgk8-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQMSsB8Yjd1s7CxLMCdlzBE1Q4WAjpQRnTh4M7ifXye8BWbsdiesYfta-05GIhcKQYgAy81VrImkgEGG4AD78GEclnlFJmSI66KS9b8.mp4?_nc_cat=107&_nc_oc=Adk1H0fkcEpY-OaAqAqverPst_n3ZHYs-fCPmr-9sPqhNZwoWEQfIs_eIbDmk-0xdXupjG4rW-zt4rbCzhN5Xccd&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-2.fna.fbcdn.net&_nc_ohc=DhQrNkoGA0MQ7kNvwFdMHl9&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTI2NTg1NTkwODM3Mjc2MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d52ab3928538ef73&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GMTRDODdENTVGOTA5MEI3RkVCNUNFRTE3NUQ4NDRCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRUtLRFItRWNidjhuYXdFQUY4RGNXbThvS3g3YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsISLvMHSvwQVAigCQzMsF0BDe6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfXcnvGrMFm7DWk5uPWXeQ6kHmngsnVGYAaFmgb6WYMsdw&oe=689B4DFC, https://instagram.fcgk8-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQMSsB8Yjd1s7CxLMCdlzBE1Q4WAjpQRnTh4M7ifXye8BWbsdiesYfta-05GIhcKQYgAy81VrImkgEGG4AD78GEclnlFJmSI66KS9b8.mp4?_nc_cat=107&_nc_oc=Adk1H0fkcEpY-OaAqAqverPst_n3ZHYs-fCPmr-9sPqhNZwoWEQfIs_eIbDmk-0xdXupjG4rW-zt4rbCzhN5Xccd&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-2.fna.fbcdn.net&_nc_ohc=DhQrNkoGA0MQ7kNvwFdMHl9&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTI2NTg1NTkwODM3Mjc2MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d52ab3928538ef73&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GMTRDODdENTVGOTA5MEI3RkVCNUNFRTE3NUQ4NDRCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRUtLRFItRWNidjhuYXdFQUY4RGNXbThvS3g3YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsISLvMHSvwQVAigCQzMsF0BDe6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfXcnvGrMFm7DWk5uPWXeQ6kHmngsnVGYAaFmgb6WYMsdw&oe=689B4DFC, https://instagram.fcgk8-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQMSsB8Yjd1s7CxLMCdlzBE1Q4WAjpQRnTh4M7ifXye8BWbsdiesYfta-05GIhcKQYgAy81VrImkgEGG4AD78GEclnlFJmSI66KS9b8.mp4?_nc_cat=107&_nc_oc=Adk1H0fkcEpY-OaAqAqverPst_n3ZHYs-fCPmr-9sPqhNZwoWEQfIs_eIbDmk-0xdXupjG4rW-zt4rbCzhN5Xccd&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-2.fna.fbcdn.net&_nc_ohc=DhQrNkoGA0MQ7kNvwFdMHl9&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTI2NTg1NTkwODM3Mjc2MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d52ab3928538ef73&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GMTRDODdENTVGOTA5MEI3RkVCNUNFRTE3NUQ4NDRCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRUtLRFItRWNidjhuYXdFQUY4RGNXbThvS3g3YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsISLvMHSvwQVAigCQzMsF0BDe6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfXcnvGrMFm7DWk5uPWXeQ6kHmngsnVGYAaFmgb6WYMsdw&oe=689B4DFC",,,,,,,,
163,164,https://www.instagram.com/reel/DM1WsB5hoAA/?igsh=MWFlc2VtZ3FjenQ1aw==,Video by ajibayuchandra,"1001 pertanyaan yang suka ditanyain di klinik kecantikanâ€¦kira kira kamu butuh yang mana ya ?
.
.
#maharva #maharvaclinic #klinikkecantikansurabaya #botoxsurabaya #fillersurabaya #hifusurabaya #facialsurabaya #sylfirmxsurabaya",51.71,337.0,1754097083.0,mp4a.40.5,54.131,44100.0
164,165,"https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D",,,,,,,,
165,166,https://www.instagram.com/reel/DM0ChALScuv/?igsh=MWphajVsYzFvMWcydg==,,,,,,,,
166,167,https://www.instagram.com/reel/DIyUyveT0SA/?igsh=ZTEyaGRjc2dpZzhi,Video by dr.monica.dr,"Ini juga berlaku bagi yg sudah berkerut ya, jangan sampai kondisi wajah dehidrasi, karena akan memperparah tampilan bopeng serta kerutan kecil di wajah kalian.

Note:
Bopeng tidak bisa hilang.
Treatment dapat membantu tapi tidak bisa meratakan permukaannya seperti sediakala. 

#kecantikan #bopeng #edukasi",31.9,392.0,1745405462.0,mp4a.40.5,79.683,44100.0
167,168,https://www.instagram.com/reel/DNIfBeBzlo_/?igsh=YTg3cW1zY3Eyd3dy,Video by yessicaaang,"Balik lagi ke basic skincare yang gentleğŸ¤

#CeraVeID #ClearItUpLikeADerm",31.833,39.0,1754739102.0,mp4a.40.5,58.153,44100.0
168,169,"https://instagram.fcgk8-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP6HDfQjZz7SRs_2z2nBaaSuHiQN9ydTUzRawsVrJbVek-MLSE2zEIJEcaws0RUC0VVxoz9I4VKdaBRo0x9wmNwQPGy9iNApUZgF2Q.mp4?_nc_cat=111&_nc_oc=AdmTtm8eZR1PXSXclXxw9G6N5Rb9Q3BempUwIOcLhivS7mqd2wUWvHdHQUzSD_T55O_RyioFtNaPFI5a37YU5hgp&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-1.fna.fbcdn.net&_nc_ohc=Fq6NAX_hfyMQ7kNvwFhNhAg&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjI3ODE5NDg4ODUzMDg4NjQsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMDUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=9b8e2f376d2dcee1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjQwNUUzNDg3NUEzMkNBQjNBNEQ2RTk5ODVDMTk5OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUEhqWFI5Nm1rbXNfc1lIQU1MTTNybXZSZlVJYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmgNe8sd6K8QkVAigCQzMsF0BaeZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfVmwLS0dRYhn882VChf5KBvv3NKost8EiVBPGcll8dBwg&oe=689B57D8, https://instagram.fcgk8-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP6HDfQjZz7SRs_2z2nBaaSuHiQN9ydTUzRawsVrJbVek-MLSE2zEIJEcaws0RUC0VVxoz9I4VKdaBRo0x9wmNwQPGy9iNApUZgF2Q.mp4?_nc_cat=111&_nc_oc=AdmTtm8eZR1PXSXclXxw9G6N5Rb9Q3BempUwIOcLhivS7mqd2wUWvHdHQUzSD_T55O_RyioFtNaPFI5a37YU5hgp&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-1.fna.fbcdn.net&_nc_ohc=Fq6NAX_hfyMQ7kNvwFhNhAg&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjI3ODE5NDg4ODUzMDg4NjQsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMDUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=9b8e2f376d2dcee1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjQwNUUzNDg3NUEzMkNBQjNBNEQ2RTk5ODVDMTk5OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUEhqWFI5Nm1rbXNfc1lIQU1MTTNybXZSZlVJYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmgNe8sd6K8QkVAigCQzMsF0BaeZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfVmwLS0dRYhn882VChf5KBvv3NKost8EiVBPGcll8dBwg&oe=689B57D8, https://instagram.fcgk8-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP6HDfQjZz7SRs_2z2nBaaSuHiQN9ydTUzRawsVrJbVek-MLSE2zEIJEcaws0RUC0VVxoz9I4VKdaBRo0x9wmNwQPGy9iNApUZgF2Q.mp4?_nc_cat=111&_nc_oc=AdmTtm8eZR1PXSXclXxw9G6N5Rb9Q3BempUwIOcLhivS7mqd2wUWvHdHQUzSD_T55O_RyioFtNaPFI5a37YU5hgp&_nc_sid=5e9851&_nc_ht=instagram.fcgk8-1.fna.fbcdn.net&_nc_ohc=Fq6NAX_hfyMQ7kNvwFhNhAg&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjI3ODE5NDg4ODUzMDg4NjQsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMDUsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=9b8e2f376d2dcee1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjQwNUUzNDg3NUEzMkNBQjNBNEQ2RTk5ODVDMTk5OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUEhqWFI5Nm1rbXNfc1lIQU1MTTNybXZSZlVJYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmgNe8sd6K8QkVAigCQzMsF0BaeZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfVmwLS0dRYhn882VChf5KBvv3NKost8EiVBPGcll8dBwg&oe=689B57D8",,,,,,,,
